Manufacturer,PartNo,Description,Type,Length,AftOuterDiameter,AftShoulderLength,AftShoulderDiameter,Filled,Shape,Material,Mass
Semroc,BNC-55ACP,Secant-Ogive,NOSE_CONE,0.14605,0.033655,0.01524,0.0325882,1,Sears-haack,Balsa,0.009355343
Semroc,BNC-55AO,Elliptical,NOSE_CONE,0.127,0.033655,0.01524,0.0325882,1,elliptical,Balsa,0.012190295
Semroc,BNC55B,Elliptical,NOSE_CONE,0.0762,0.033655,0.01524,0.0325882,1,elliptical,Balsa,0.007654371
Semroc,BNC-55CT,Rounded Ogive,NOSE_CONE,0.07366,0.033655,0.01524,0.0325882,1,elliptical,Balsa,0.006803886
Semroc,BNC-55EX,Fat Ogive,NOSE_CONE,0.08636,0.033655,0.01524,0.0325882,1,ogive,Balsa,0.008221362
Semroc,BNC-55F,Ogive,NOSE_CONE,0.10668,0.033655,0.01524,0.0325882,1,ogive,Balsa,0.010205828
Semroc,BNC-55FD,Base-Drilled Ogive,NOSE_CONE,0.10668,0.033655,0.01524,0.0325882,1,ogive,Balsa,0.0059534
Semroc,BNC-55PT,Conical,NOSE_CONE,0.15621,0.033655,0.01524,0.0325882,1,cone,Balsa,0.015875733
Semroc,BNC-55X,Elliptical,NOSE_CONE,0.10414,0.033655,0.01524,0.0325882,1,elliptical,Balsa,0.010489324
Semroc,BNC-55Z,Ogive,NOSE_CONE,0.0762,0.033655,0.01524,0.0325882,1,ogive,Balsa,0.007087381
Semroc,BNC-60AH,Elliptical,NOSE_CONE,0.168275,0.0415798,0.02032,0.040513,1,elliptical,Balsa,0.022679619
Semroc,BNC-60L,Elliptical,NOSE_CONE,0.079375,0.0415798,0.02032,0.040513,1,elliptical,Balsa,0.009638838
Semroc,BNC-60LP,Elliptical,NOSE_CONE,0.06985,0.0415798,0.02032,0.040513,1,elliptical,Balsa,0.006803886
Semroc,BNC-60MS,Elliptical,NOSE_CONE,0.06604,0.0415798,0.02032,0.040513,1,elliptical,Balsa,0.0059534
Semroc,BNC-60NA,Rounded Ogive,NOSE_CONE,0.12192,0.0415798,0.02032,0.040513,1,elliptical,Balsa,0.010489324
Semroc,BNC-60NS,Conical,NOSE_CONE,0.254,0.0415798,0.02032,0.040513,1,cone,Balsa,0.012927383
Semroc,BNC-60RL,Ogive,NOSE_CONE,0.212725,0.0415798,0.02032,0.040513,1,ogive,Balsa,0.022963114
Semroc,BNC-60X,Elliptical,NOSE_CONE,0.138684,0.0415798,0.02032,0.040513,1,elliptical,Balsa,0.017576704
Semroc,BNC-60Y,Ogive,NOSE_CONE,0.18415,0.0415798,0.02032,0.040513,1,ogive,Balsa,0.020695152
Semroc,BNC-65AF,Elliptical,NOSE_CONE,0.1016,0.0456184,0.02032,0.04445,1,elliptical,Balsa,0.014741752
Semroc,BNC-65L,Elliptical,NOSE_CONE,0.08255,0.0456184,0.02032,0.04445,1,elliptical,Balsa,0.011623304
Semroc,BNC-70AJ,Elliptical,NOSE_CONE,0.10795,0.0563118,0.02032,0.055245,1,elliptical,Balsa,0.024097095
Semroc,BNC-70CT,Bezier,NOSE_CONE,0.1143,0.0563118,0.02032,0.055245,1,elliptical,Balsa,0.025514571
Semroc,BNC-70D,Ogive,NOSE_CONE,0.10795,0.0563118,0.02032,0.055245,1,ogive,Balsa,0.025514571
Semroc,BNC-70MS,Elliptical,NOSE_CONE,0.089916,0.0563118,0.02032,0.055245,1,elliptical,Balsa,0.028349523
Semroc,BNC-70NH,Elliptical,NOSE_CONE,0.24765,0.0563118,0.02032,0.055245,1,elliptical,Balsa,0.041957294
Semroc,BNC-70HAC,Secant-Ogive,NOSE_CONE,0.232664,0.0570738,0.02032,0.055245,1,Sears-haack,Balsa,0.056699046
Semroc,BNC-70HAJ,Elliptical,NOSE_CONE,0.10795,0.0570738,0.02032,0.055245,1,elliptical,Balsa,0.024097095
Semroc,BNC-70HB,Ogive,NOSE_CONE,0.1778,0.0570738,0.02032,0.055245,1,ogive,Balsa,0.032034961
Semroc,BNC-70HCT,Bezier,NOSE_CONE,0.1143,0.0570738,0.02032,0.055245,1,elliptical,Balsa,0.025514571
Semroc,BNC-70HD,Ogive,NOSE_CONE,0.109982,0.0570738,0.02032,0.055245,1,ogive,Balsa,0.02494758
Semroc,BNC-80AH,Ogive,NOSE_CONE,0.2667,0.06604,0.0254,0.0649732,1,ogive,Balsa,0.07966216
Semroc,BNC-80AO,Ogive,NOSE_CONE,0.25146,0.06604,0.0254,0.0649732,1,ogive,Balsa,0.037988361
Semroc,BNC-80BB,Elliptical,NOSE_CONE,0.1016,0.06604,0.0254,0.0649732,1,elliptical,Balsa,0.031184475
Semroc,BNC-80D,Ogive,NOSE_CONE,0.127,0.06604,0.0254,0.0649732,1,ogive,Balsa,0.027782533
Semroc,BNC-80K,Ogive,NOSE_CONE,0.20828,0.06604,0.0254,0.0649732,1,ogive,Balsa,0.034869913
Semroc,BNC-80KA,Ogive,NOSE_CONE,0.186182,0.06604,0.0254,0.0649732,1,ogive,Balsa,0.032034961
Semroc,BNC-80KP,Rounded Ogive,NOSE_CONE,0.176022,0.06604,0.0254,0.0649732,1,elliptical,Balsa,0.031751466
Semroc,BNC-80L,Elliptical,NOSE_CONE,0.127,0.06604,0.0254,0.0649732,1,elliptical,Balsa,0.03685438
Semroc,BNC-80VE,Ogive,NOSE_CONE,0.12446,0.06604,0.0254,0.0649732,1,ogive,Balsa,0.03685438
Semroc,BNC-80HAH,Ogive,NOSE_CONE,0.2667,0.067056,0.0254,0.0649732,1,ogive,Balsa,0.07966216
Semroc,BNC-80HAO,Ogive,NOSE_CONE,0.25146,0.067056,0.0254,0.0649732,1,ogive,Balsa,0.037988361
Semroc,BNC-80HBB,Elliptical,NOSE_CONE,0.1016,0.067056,0.0254,0.0649732,1,elliptical,Balsa,0.031184475
Semroc,BNC-80HD,Ogive,NOSE_CONE,0.127,0.067056,0.0254,0.0649732,1,ogive,Balsa,0.027782533
Semroc,BNC-80HK,Ogive,NOSE_CONE,0.20828,0.067056,0.0254,0.0649732,1,ogive,Balsa,0.034869913
Semroc,BNC-80HKA,Ogive,NOSE_CONE,0.186182,0.067056,0.0254,0.0649732,1,ogive,Balsa,0.032034961
Semroc,BNC-80HKP,Rounded Ogive,NOSE_CONE,0.176022,0.067056,0.0254,0.0649732,1,elliptical,Balsa,0.031751466
Semroc,BNC-80HL,Ogive,NOSE_CONE,0.127,0.067056,0.0254,0.0649732,1,ogive,Balsa,0.03685438
